ZEIT,RAUM,MERKMAL,WERT
31.12.2009,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,293
31.12.2009,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,4809
31.12.2010,11 Aegidii,Ausländer,86
31.12.2010,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,112
31.12.2010,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2010,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1135
31.12.2010,12 Überwasser,Ausländer,123
31.12.2010,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,83
31.12.2010,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,17
31.12.2010,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1050
31.12.2010,13 Dom,Ausländer,169
31.12.2010,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,146
31.12.2010,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,26
31.12.2010,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1814
31.12.2010,14 Buddenturm,Ausländer,138
31.12.2010,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,153
31.12.2010,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,32
31.12.2010,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,1937
31.12.2010,15 Martini,Ausländer,105
31.12.2010,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,75
31.12.2010,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,13
31.12.2010,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1081
31.12.2010,21 Pluggendorf,Ausländer,270
31.12.2010,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,283
31.12.2010,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2010,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3469
31.12.2010,22 Josef,Ausländer,482
31.12.2010,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,469
31.12.2010,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,74
31.12.2010,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,6955
31.12.2010,23 Bahnhof,Ausländer,84
31.12.2010,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,93
31.12.2010,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,13
31.12.2010,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,866
31.12.2010,24 Hansaplatz,Ausländer,439
31.12.2010,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,405
31.12.2010,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,102
31.12.2010,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,5643
31.12.2010,25 Mauritz-West,Ausländer,319
31.12.2010,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,304
31.12.2010,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,83
31.12.2010,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5194
31.12.2010,26 Schlachthof,Ausländer,269
31.12.2010,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,437
31.12.2010,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,183
31.12.2010,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,3976
31.12.2010,27 Kreuz,Ausländer,517
31.12.2010,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,567
31.12.2010,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,169
31.12.2010,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,10686
31.12.2010,28 Neutor,Ausländer,433
31.12.2010,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,294
31.12.2010,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,74
31.12.2010,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3177
31.12.2010,29 Schloss,Ausländer,167
31.12.2010,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,146
31.12.2010,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,35
31.12.2010,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,1722
31.12.2010,31 Aaseestadt,Ausländer,513
31.12.2010,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,606
31.12.2010,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,151
31.12.2010,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4082
31.12.2010,32 Geist,Ausländer,563
31.12.2010,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,696
31.12.2010,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,217
31.12.2010,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7262
31.12.2010,33 Schützenhof,Ausländer,721
31.12.2010,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,636
31.12.2010,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,186
31.12.2010,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,5559
31.12.2010,34 Düesberg,Ausländer,303
31.12.2010,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,502
31.12.2010,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,140
31.12.2010,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,5881
31.12.2010,43 Hafen,Ausländer,121
31.12.2010,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,47
31.12.2010,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,14
31.12.2010,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,800
31.12.2010,44 Herz-Jesu,Ausländer,320
31.12.2010,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,375
31.12.2010,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,95
31.12.2010,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4275
31.12.2010,45 Mauritz-Mitte,Ausländer,427
31.12.2010,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,630
31.12.2010,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,177
31.12.2010,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,8708
31.12.2010,46 Rumphorst,Ausländer,423
31.12.2010,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,639
31.12.2010,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,241
31.12.2010,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6526
31.12.2010,47 Uppenberg,Ausländer,684
31.12.2010,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,795
31.12.2010,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,292
31.12.2010,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6313
31.12.2010,51 Gievenbeck,Ausländer,2248
31.12.2010,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2595
31.12.2010,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1142
31.12.2010,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,12847
31.12.2010,52 Sentrup,Ausländer,560
31.12.2010,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,454
31.12.2010,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,136
31.12.2010,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,5478
31.12.2010,54 Mecklenbeck,Ausländer,702
31.12.2010,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,1041
31.12.2010,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,297
31.12.2010,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7295
31.12.2010,56 Albachten,Ausländer,339
31.12.2010,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,685
31.12.2010,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,318
31.12.2010,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4382
31.12.2010,57 Roxel,Ausländer,601
31.12.2010,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,681
31.12.2010,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,309
31.12.2010,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,6747
31.12.2010,58 Nienberge,Ausländer,278
31.12.2010,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,493
31.12.2010,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,167
31.12.2010,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5581
31.12.2010,61 Coerde,Ausländer,1499
31.12.2010,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,2402
31.12.2010,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,975
31.12.2010,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5169
31.12.2010,62 Kinderhaus-Ost,Ausländer,397
31.12.2010,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,615
31.12.2010,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,199
31.12.2010,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3676
31.12.2010,63 Kinderhaus-West,Ausländer,1350
31.12.2010,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1951
31.12.2010,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,687
31.12.2010,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6377
31.12.2010,68 Sprakel,Ausländer,122
31.12.2010,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,235
31.12.2010,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,103
31.12.2010,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2504
31.12.2010,71 Mauritz-Ost,Ausländer,387
31.12.2010,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,622
31.12.2010,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,206
31.12.2010,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,8501
31.12.2010,76 Gelmer-Dyckburg,Ausländer,168
31.12.2010,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,208
31.12.2010,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,84
31.12.2010,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3011
31.12.2010,77 Handorf,Ausländer,323
31.12.2010,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,617
31.12.2010,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,227
31.12.2010,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6513
31.12.2010,81 Gremmendorf-West,Ausländer,308
31.12.2010,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,596
31.12.2010,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,248
31.12.2010,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3553
31.12.2010,82 Gremmendorf-Ost,Ausländer,287
31.12.2010,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,488
31.12.2010,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,200
31.12.2010,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5404
31.12.2010,86 Angelmodde,Ausländer,674
31.12.2010,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,963
31.12.2010,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,383
31.12.2010,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5348
31.12.2010,87 Wolbeck,Ausländer,390
31.12.2010,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,659
31.12.2010,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,251
31.12.2010,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7403
31.12.2010,91 Berg Fidel,Ausländer,887
31.12.2010,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1286
31.12.2010,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,390
31.12.2010,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,3000
31.12.2010,95 Hiltrup-Ost,Ausländer,268
31.12.2010,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,616
31.12.2010,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,199
31.12.2010,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5444
31.12.2010,96 Hiltrup-Mitte,Ausländer,662
31.12.2010,96 Hiltrup-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,995
31.12.2010,96 Hiltrup-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,378
31.12.2010,96 Hiltrup-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,7752
31.12.2010,97 Hiltrup-West,Ausländer,707
31.12.2010,97 Hiltrup-West,Deutsche mit persönlicher Migrationsvorgeschichte,1136
31.12.2010,97 Hiltrup-West,Deutsche mit vererbter Migrationsvorgeschichte,545
31.12.2010,97 Hiltrup-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6534
31.12.2010,98 Amelsbüren,Ausländer,298
31.12.2010,98 Amelsbüren,Deutsche mit persönlicher Migrationsvorgeschichte,599
31.12.2010,98 Amelsbüren,Deutsche mit vererbter Migrationsvorgeschichte,328
31.12.2010,98 Amelsbüren,Deutsche ohne erkennbare Migrationsvorgeschichte,4837
31.12.2011,11 Aegidii,Ausländer,94
31.12.2011,11 Aegidii,Deutsche mit persönlicher Migrationsvorgeschichte,108
31.12.2011,11 Aegidii,Deutsche mit vererbter Migrationsvorgeschichte,27
31.12.2011,11 Aegidii,Deutsche ohne erkennbare Migrationsvorgeschichte,1241
31.12.2011,12 Überwasser,Ausländer,140
31.12.2011,12 Überwasser,Deutsche mit persönlicher Migrationsvorgeschichte,85
31.12.2011,12 Überwasser,Deutsche mit vererbter Migrationsvorgeschichte,19
31.12.2011,12 Überwasser,Deutsche ohne erkennbare Migrationsvorgeschichte,1161
31.12.2011,13 Dom,Ausländer,161
31.12.2011,13 Dom,Deutsche mit persönlicher Migrationsvorgeschichte,165
31.12.2011,13 Dom,Deutsche mit vererbter Migrationsvorgeschichte,20
31.12.2011,13 Dom,Deutsche ohne erkennbare Migrationsvorgeschichte,1938
31.12.2011,14 Buddenturm,Ausländer,136
31.12.2011,14 Buddenturm,Deutsche mit persönlicher Migrationsvorgeschichte,164
31.12.2011,14 Buddenturm,Deutsche mit vererbter Migrationsvorgeschichte,33
31.12.2011,14 Buddenturm,Deutsche ohne erkennbare Migrationsvorgeschichte,2061
31.12.2011,15 Martini,Ausländer,115
31.12.2011,15 Martini,Deutsche mit persönlicher Migrationsvorgeschichte,81
31.12.2011,15 Martini,Deutsche mit vererbter Migrationsvorgeschichte,12
31.12.2011,15 Martini,Deutsche ohne erkennbare Migrationsvorgeschichte,1155
31.12.2011,21 Pluggendorf,Ausländer,262
31.12.2011,21 Pluggendorf,Deutsche mit persönlicher Migrationsvorgeschichte,311
31.12.2011,21 Pluggendorf,Deutsche mit vererbter Migrationsvorgeschichte,25
31.12.2011,21 Pluggendorf,Deutsche ohne erkennbare Migrationsvorgeschichte,3809
31.12.2011,22 Josef,Ausländer,508
31.12.2011,22 Josef,Deutsche mit persönlicher Migrationsvorgeschichte,451
31.12.2011,22 Josef,Deutsche mit vererbter Migrationsvorgeschichte,75
31.12.2011,22 Josef,Deutsche ohne erkennbare Migrationsvorgeschichte,7389
31.12.2011,23 Bahnhof,Ausländer,89
31.12.2011,23 Bahnhof,Deutsche mit persönlicher Migrationsvorgeschichte,83
31.12.2011,23 Bahnhof,Deutsche mit vererbter Migrationsvorgeschichte,15
31.12.2011,23 Bahnhof,Deutsche ohne erkennbare Migrationsvorgeschichte,939
31.12.2011,24 Hansaplatz,Ausländer,458
31.12.2011,24 Hansaplatz,Deutsche mit persönlicher Migrationsvorgeschichte,400
31.12.2011,24 Hansaplatz,Deutsche mit vererbter Migrationsvorgeschichte,107
31.12.2011,24 Hansaplatz,Deutsche ohne erkennbare Migrationsvorgeschichte,5980
31.12.2011,25 Mauritz-West,Ausländer,324
31.12.2011,25 Mauritz-West,Deutsche mit persönlicher Migrationsvorgeschichte,313
31.12.2011,25 Mauritz-West,Deutsche mit vererbter Migrationsvorgeschichte,83
31.12.2011,25 Mauritz-West,Deutsche ohne erkennbare Migrationsvorgeschichte,5483
31.12.2011,26 Schlachthof,Ausländer,298
31.12.2011,26 Schlachthof,Deutsche mit persönlicher Migrationsvorgeschichte,429
31.12.2011,26 Schlachthof,Deutsche mit vererbter Migrationsvorgeschichte,189
31.12.2011,26 Schlachthof,Deutsche ohne erkennbare Migrationsvorgeschichte,4216
31.12.2011,27 Kreuz,Ausländer,531
31.12.2011,27 Kreuz,Deutsche mit persönlicher Migrationsvorgeschichte,593
31.12.2011,27 Kreuz,Deutsche mit vererbter Migrationsvorgeschichte,162
31.12.2011,27 Kreuz,Deutsche ohne erkennbare Migrationsvorgeschichte,11362
31.12.2011,28 Neutor,Ausländer,433
31.12.2011,28 Neutor,Deutsche mit persönlicher Migrationsvorgeschichte,313
31.12.2011,28 Neutor,Deutsche mit vererbter Migrationsvorgeschichte,78
31.12.2011,28 Neutor,Deutsche ohne erkennbare Migrationsvorgeschichte,3649
31.12.2011,29 Schloss,Ausländer,199
31.12.2011,29 Schloss,Deutsche mit persönlicher Migrationsvorgeschichte,151
31.12.2011,29 Schloss,Deutsche mit vererbter Migrationsvorgeschichte,29
31.12.2011,29 Schloss,Deutsche ohne erkennbare Migrationsvorgeschichte,1870
31.12.2011,31 Aaseestadt,Ausländer,556
31.12.2011,31 Aaseestadt,Deutsche mit persönlicher Migrationsvorgeschichte,603
31.12.2011,31 Aaseestadt,Deutsche mit vererbter Migrationsvorgeschichte,167
31.12.2011,31 Aaseestadt,Deutsche ohne erkennbare Migrationsvorgeschichte,4211
31.12.2011,32 Geist,Ausländer,581
31.12.2011,32 Geist,Deutsche mit persönlicher Migrationsvorgeschichte,687
31.12.2011,32 Geist,Deutsche mit vererbter Migrationsvorgeschichte,210
31.12.2011,32 Geist,Deutsche ohne erkennbare Migrationsvorgeschichte,7451
31.12.2011,33 Schützenhof,Ausländer,725
31.12.2011,33 Schützenhof,Deutsche mit persönlicher Migrationsvorgeschichte,673
31.12.2011,33 Schützenhof,Deutsche mit vererbter Migrationsvorgeschichte,209
31.12.2011,33 Schützenhof,Deutsche ohne erkennbare Migrationsvorgeschichte,5922
31.12.2011,34 Düesberg,Ausländer,332
31.12.2011,34 Düesberg,Deutsche mit persönlicher Migrationsvorgeschichte,508
31.12.2011,34 Düesberg,Deutsche mit vererbter Migrationsvorgeschichte,144
31.12.2011,34 Düesberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6008
31.12.2011,43 Hafen,Ausländer,127
31.12.2011,43 Hafen,Deutsche mit persönlicher Migrationsvorgeschichte,53
31.12.2011,43 Hafen,Deutsche mit vererbter Migrationsvorgeschichte,23
31.12.2011,43 Hafen,Deutsche ohne erkennbare Migrationsvorgeschichte,872
31.12.2011,44 Herz-Jesu,Ausländer,298
31.12.2011,44 Herz-Jesu,Deutsche mit persönlicher Migrationsvorgeschichte,366
31.12.2011,44 Herz-Jesu,Deutsche mit vererbter Migrationsvorgeschichte,99
31.12.2011,44 Herz-Jesu,Deutsche ohne erkennbare Migrationsvorgeschichte,4462
31.12.2011,45 Mauritz-Mitte,Ausländer,411
31.12.2011,45 Mauritz-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,639
31.12.2011,45 Mauritz-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,193
31.12.2011,45 Mauritz-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,8928
31.12.2011,46 Rumphorst,Ausländer,433
31.12.2011,46 Rumphorst,Deutsche mit persönlicher Migrationsvorgeschichte,631
31.12.2011,46 Rumphorst,Deutsche mit vererbter Migrationsvorgeschichte,234
31.12.2011,46 Rumphorst,Deutsche ohne erkennbare Migrationsvorgeschichte,6654
31.12.2011,47 Uppenberg,Ausländer,672
31.12.2011,47 Uppenberg,Deutsche mit persönlicher Migrationsvorgeschichte,808
31.12.2011,47 Uppenberg,Deutsche mit vererbter Migrationsvorgeschichte,296
31.12.2011,47 Uppenberg,Deutsche ohne erkennbare Migrationsvorgeschichte,6724
31.12.2011,51 Gievenbeck,Ausländer,2384
31.12.2011,51 Gievenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,2692
31.12.2011,51 Gievenbeck,Deutsche mit vererbter Migrationsvorgeschichte,1188
31.12.2011,51 Gievenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,14214
31.12.2011,52 Sentrup,Ausländer,543
31.12.2011,52 Sentrup,Deutsche mit persönlicher Migrationsvorgeschichte,457
31.12.2011,52 Sentrup,Deutsche mit vererbter Migrationsvorgeschichte,139
31.12.2011,52 Sentrup,Deutsche ohne erkennbare Migrationsvorgeschichte,6155
31.12.2011,54 Mecklenbeck,Ausländer,800
31.12.2011,54 Mecklenbeck,Deutsche mit persönlicher Migrationsvorgeschichte,1051
31.12.2011,54 Mecklenbeck,Deutsche mit vererbter Migrationsvorgeschichte,297
31.12.2011,54 Mecklenbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7516
31.12.2011,56 Albachten,Ausländer,379
31.12.2011,56 Albachten,Deutsche mit persönlicher Migrationsvorgeschichte,708
31.12.2011,56 Albachten,Deutsche mit vererbter Migrationsvorgeschichte,342
31.12.2011,56 Albachten,Deutsche ohne erkennbare Migrationsvorgeschichte,4464
31.12.2011,57 Roxel,Ausländer,649
31.12.2011,57 Roxel,Deutsche mit persönlicher Migrationsvorgeschichte,743
31.12.2011,57 Roxel,Deutsche mit vererbter Migrationsvorgeschichte,347
31.12.2011,57 Roxel,Deutsche ohne erkennbare Migrationsvorgeschichte,6942
31.12.2011,58 Nienberge,Ausländer,303
31.12.2011,58 Nienberge,Deutsche mit persönlicher Migrationsvorgeschichte,507
31.12.2011,58 Nienberge,Deutsche mit vererbter Migrationsvorgeschichte,180
31.12.2011,58 Nienberge,Deutsche ohne erkennbare Migrationsvorgeschichte,5812
31.12.2011,61 Coerde,Ausländer,1639
31.12.2011,61 Coerde,Deutsche mit persönlicher Migrationsvorgeschichte,2366
31.12.2011,61 Coerde,Deutsche mit vererbter Migrationsvorgeschichte,990
31.12.2011,61 Coerde,Deutsche ohne erkennbare Migrationsvorgeschichte,5326
31.12.2011,62 Kinderhaus-Ost,Ausländer,433
31.12.2011,62 Kinderhaus-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,596
31.12.2011,62 Kinderhaus-Ost,Deutsche mit vererbter Migrationsvorgeschichte,199
31.12.2011,62 Kinderhaus-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,3711
31.12.2011,63 Kinderhaus-West,Ausländer,1507
31.12.2011,63 Kinderhaus-West,Deutsche mit persönlicher Migrationsvorgeschichte,1911
31.12.2011,63 Kinderhaus-West,Deutsche mit vererbter Migrationsvorgeschichte,690
31.12.2011,63 Kinderhaus-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6468
31.12.2011,68 Sprakel,Ausländer,135
31.12.2011,68 Sprakel,Deutsche mit persönlicher Migrationsvorgeschichte,251
31.12.2011,68 Sprakel,Deutsche mit vererbter Migrationsvorgeschichte,117
31.12.2011,68 Sprakel,Deutsche ohne erkennbare Migrationsvorgeschichte,2512
31.12.2011,71 Mauritz-Ost,Ausländer,401
31.12.2011,71 Mauritz-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,627
31.12.2011,71 Mauritz-Ost,Deutsche mit vererbter Migrationsvorgeschichte,212
31.12.2011,71 Mauritz-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,8765
31.12.2011,76 Gelmer-Dyckburg,Ausländer,201
31.12.2011,76 Gelmer-Dyckburg,Deutsche mit persönlicher Migrationsvorgeschichte,214
31.12.2011,76 Gelmer-Dyckburg,Deutsche mit vererbter Migrationsvorgeschichte,88
31.12.2011,76 Gelmer-Dyckburg,Deutsche ohne erkennbare Migrationsvorgeschichte,3055
31.12.2011,77 Handorf,Ausländer,334
31.12.2011,77 Handorf,Deutsche mit persönlicher Migrationsvorgeschichte,644
31.12.2011,77 Handorf,Deutsche mit vererbter Migrationsvorgeschichte,241
31.12.2011,77 Handorf,Deutsche ohne erkennbare Migrationsvorgeschichte,6648
31.12.2011,81 Gremmendorf-West,Ausländer,333
31.12.2011,81 Gremmendorf-West,Deutsche mit persönlicher Migrationsvorgeschichte,562
31.12.2011,81 Gremmendorf-West,Deutsche mit vererbter Migrationsvorgeschichte,237
31.12.2011,81 Gremmendorf-West,Deutsche ohne erkennbare Migrationsvorgeschichte,3549
31.12.2011,82 Gremmendorf-Ost,Ausländer,316
31.12.2011,82 Gremmendorf-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,493
31.12.2011,82 Gremmendorf-Ost,Deutsche mit vererbter Migrationsvorgeschichte,206
31.12.2011,82 Gremmendorf-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5474
31.12.2011,86 Angelmodde,Ausländer,747
31.12.2011,86 Angelmodde,Deutsche mit persönlicher Migrationsvorgeschichte,963
31.12.2011,86 Angelmodde,Deutsche mit vererbter Migrationsvorgeschichte,410
31.12.2011,86 Angelmodde,Deutsche ohne erkennbare Migrationsvorgeschichte,5407
31.12.2011,87 Wolbeck,Ausländer,431
31.12.2011,87 Wolbeck,Deutsche mit persönlicher Migrationsvorgeschichte,664
31.12.2011,87 Wolbeck,Deutsche mit vererbter Migrationsvorgeschichte,272
31.12.2011,87 Wolbeck,Deutsche ohne erkennbare Migrationsvorgeschichte,7452
31.12.2011,91 Berg Fidel,Ausländer,915
31.12.2011,91 Berg Fidel,Deutsche mit persönlicher Migrationsvorgeschichte,1287
31.12.2011,91 Berg Fidel,Deutsche mit vererbter Migrationsvorgeschichte,420
31.12.2011,91 Berg Fidel,Deutsche ohne erkennbare Migrationsvorgeschichte,3031
31.12.2011,95 Hiltrup-Ost,Ausländer,266
31.12.2011,95 Hiltrup-Ost,Deutsche mit persönlicher Migrationsvorgeschichte,620
31.12.2011,95 Hiltrup-Ost,Deutsche mit vererbter Migrationsvorgeschichte,206
31.12.2011,95 Hiltrup-Ost,Deutsche ohne erkennbare Migrationsvorgeschichte,5453
31.12.2011,96 Hiltrup-Mitte,Ausländer,688
31.12.2011,96 Hiltrup-Mitte,Deutsche mit persönlicher Migrationsvorgeschichte,982
31.12.2011,96 Hiltrup-Mitte,Deutsche mit vererbter Migrationsvorgeschichte,358
31.12.2011,96 Hiltrup-Mitte,Deutsche ohne erkennbare Migrationsvorgeschichte,7942
31.12.2011,97 Hiltrup-West,Ausländer,733
31.12.2011,97 Hiltrup-West,Deutsche mit persönlicher Migrationsvorgeschichte,1128
31.12.2011,97 Hiltrup-West,Deutsche mit vererbter Migrationsvorgeschichte,551
31.12.2011,97 Hiltrup-West,Deutsche ohne erkennbare Migrationsvorgeschichte,6635
31.12.2011,98 Amelsbüren,Ausländer,323
